id,batch_id,niche,filename,status,created_at,quality_score,trend_score,confidence_score,saturation_score,opportunity_score,upload_priority,title_quality_score,tag_quality_score,listing_completeness_score,niche_confidence,performance_rating,platform,title,tags,description,image_prompt,generation_hash,estimated_category,upload_date,reviewed_at,mockup_created_at,listed_at,sold_at,last_updated_at,pipeline_stage,sales_count,revenue,actual_revenue,actual_sales_count,first_sale_date,last_sale_date,total_orders,platform_fees_estimate,estimated_profit,notes,parent_product_id,product_type,idea,image_path,mockup_paths
30,,,product_0030.png,draft,2026-05-16T18:41:03,0,0,0,0,0,low,0,0,0,0,,etsy,Remote Work Shirt - Cozy Tee for Home Office Warriors,remote work shirt|home office tee|freelancer gift|digital nomad|cozy work shirt|work from home|casual office wear|funny work shirt|office humor tee|gift for coworkers|work attire|comfortable t-shirt|soft cotton shirt,"Embrace the remote work lifestyle with our comfortable Remote Work Shirt. Perfect for those who know the joys and challenges of working from home, this shirt combines style and comfort for your daily tasks.

Ideal for freelancers, digital nomads, and anyone navigating the world of remote work. Gift it to a colleague or friend who deserves a cozy upgrade to their work wardrobe or treat yourself to a reminder that you can work in style, even at home.

Made with high-quality materials, our shirts are soft, breathable, and perfect for all-day wear. Easy to care for and designed to keep you feeling great, this tee is a must-have for your home office collection.",,,,,,,,,2026-05-16T18:41:03,generation,0,0,0,0,,,0,0,0,,,original,#RemoteWorkShirt,designs/product_0030.png,mockups/product_0030/front_shirt_mockup.jpg|mockups/product_0030/lifestyle_mockup.jpg|mockups/product_0030/hoodie_mockup.jpg|mockups/product_0030/mug_mockup.jpg
31,,,product_0031.png,draft,2026-05-16T18:41:48,0,0,0,0,0,low,0,0,0,0,,etsy,Funny Work From Home T-Shirt | WFH Humor Tee for Remote Workers,work from home|funny t shirt|remote work humor|gifts for freelancer|home office apparel|wfh gifts|funny work shirt|pajama work tee|comfy workwear|office joke shirt|quirky remote tee|humorous tee|gift for her,"Embrace the lighter side of remote work with our Funny Work From Home T-Shirt! Perfect for anyone navigating the joys and challenges of working in their pajamas, this tee brings a smile to your daily grind. Whether you're on a conference call or taking a break, this shirt is sure to spark some laughs.

Ideal for remote workers, freelancers, or anyone who enjoys a good chuckle during their workday, this shirt makes a fantastic gift for birthdays, holidays, or just because. Show your friends and family that you understand the struggle of balancing professional life from the comfort of home.

Crafted from high-quality, soft fabric, our print-on-demand tees ensure comfort throughout the day. With a variety of sizes and colors available, you can find the perfect fit for yourself or a loved one. Easy to care for, simply machine wash and tumble dry for long-lasting enjoyment.",,,,,,,,,2026-05-16T18:41:48,generation,0,0,0,0,,,0,0,0,,,original,#WorkFromHomeHumor,designs/product_0031.png,mockups/product_0031/front_shirt_mockup.jpg|mockups/product_0031/lifestyle_mockup.jpg|mockups/product_0031/hoodie_mockup.jpg|mockups/product_0031/mug_mockup.jpg
32,,,product_0032.png,draft,2026-05-16T19:12:14,0,0,0,0,0,low,0,0,0,0,,etsy,Zoom Meeting Tee - Funny Remote Work Shirt for Virtual Calls,zoom meeting shirt|remote work gift|funny work tee|virtual call shirt|office humor tee|gift for coworker|teacher apparel|home office wear|online meeting gift|quirky t-shirt|zoom attire|funny remote shirt|work from home tee,"Make your next Zoom meeting a little more fun with our Zoom Meeting Tee! This playful shirt is perfect for anyone who spends their workdays in virtual meetings, bringing a touch of humor to your home office attire.

Ideal for remote workers, teachers, or anyone who loves to stay connected from home, this tee makes a great gift for coworkers, friends, or family members who are navigating the world of online meetings. Whether it’s for a birthday, holiday, or just because, this shirt is sure to bring a smile.

Crafted from high-quality materials, our print-on-demand shirts ensure a comfortable fit and vibrant graphics that last. Easy to care for, just machine wash and tumble dry for a hassle-free wardrobe addition.",,,,,,,,,2026-05-16T19:12:14,generation,0,0,0,0,,,0,0,0,,,original,#ZoomMeetingTee,designs/product_0032.png,mockups/product_0032/front_shirt_mockup.jpg|mockups/product_0032/lifestyle_mockup.jpg|mockups/product_0032/hoodie_mockup.jpg|mockups/product_0032/mug_mockup.jpg
33,,,product_0033.png,draft,2026-05-16T19:12:50,0,0,0,0,0,low,0,0,0,0,,etsy,Funny Work Shirt for Office Humor Lovers | Quirky T-Shirt Gift,funny work shirt|office humor tee|quirky t-shirt|gift for coworkers|workplace funny|humorous apparel|casual office wear|gift for him|gift for her|funny graphic tee|comedy t-shirt|workplace gift|office attire,"Inject some fun into your workday with our Funny Work Shirt! Perfect for anyone who loves to bring a little humor to the office, this shirt is sure to get a laugh from colleagues and lighten up the daily grind. 
Whether you're looking for a unique gift for a friend or a treat for yourself, this shirt is ideal for birthdays, holidays, or just because. It's a great conversation starter and a fun way to express your personality at work.
Made with high-quality materials, our print-on-demand shirts ensure a comfortable fit and vibrant designs that last. Just machine wash and tumble dry for easy care, making it a hassle-free addition to your wardrobe.",,,,,,,,,2026-05-16T19:12:50,generation,0,0,0,0,,,0,0,0,,,original,#FunnyWorkShirt,designs/product_0033.png,mockups/product_0033/front_shirt_mockup.jpg|mockups/product_0033/lifestyle_mockup.jpg|mockups/product_0033/hoodie_mockup.jpg|mockups/product_0033/mug_mockup.jpg
34,,,product_0034.png,draft,2026-05-16T19:13:37,0,0,0,0,0,low,0,0,0,0,,etsy,#HomeOfficeStyle T-Shirt for Remote Workers - Cozy & Stylish Work From Home Apparel,home office shirt|remote work apparel|work from home tee|cozy office wear|trendy work t-shirt|gift for remote work|home office style|casual work outfit|comfortable t-shirt|office fashion|video call outfit|freelancer clothing|workplace comfort,"Elevate your work-from-home wardrobe with our #HomeOfficeStyle T-shirt. Perfect for remote workers, this tee combines comfort with a chic aesthetic, allowing you to look great on video calls or during casual meetings. Whether you're a freelancer, entrepreneur, or part of a remote team, this shirt is designed to fit seamlessly into your daily routine.

A thoughtful gift for colleagues or friends navigating the new normal, this shirt is ideal for birthdays, holidays, or just because. Show someone you care about their home office style and productivity with this trendy addition to their outfit.

Crafted with high-quality materials, our print-on-demand tees ensure a soft touch and lasting durability. Easy to care for and available in various sizes, this shirt is as versatile as your workday demands.",,,,,,,,,2026-05-16T19:13:37,generation,0,0,0,0,,,0,0,0,,,original,#HomeOfficeStyle,designs/product_0034.png,mockups/product_0034/front_shirt_mockup.jpg|mockups/product_0034/lifestyle_mockup.jpg|mockups/product_0034/hoodie_mockup.jpg|mockups/product_0034/mug_mockup.jpg
35,,,product_0035.png,draft,2026-05-16T19:14:23,0,0,0,0,0,low,0,0,0,0,,etsy,Virtual Meeting Laughs T-Shirt for Remote Workers,virtual meeting|remote work gift|funny t-shirt|work from home|office humor|gift for coworkers|zoom calls|casual wear|laughs at work|professional humor|team spirit shirt|gifts for friends|graphic tee,"Brighten up your virtual meetings with our 'Virtual Meeting Laughs' t-shirt! This fun design is perfect for anyone who has navigated the world of remote work and knows the joy of shared laughter during video calls. Whether you're a seasoned professional or a work-from-home newbie, this shirt is bound to bring a smile to your face.

Ideal as a gift for coworkers, friends, or even yourself, this t-shirt is perfect for casual Fridays, team-building events, or just lounging at home. Show off your sense of humor and make a statement in every meeting. 

Crafted from soft, high-quality fabric, our t-shirts ensure comfort throughout your workday. Easy to care for and designed to last, this shirt is perfect for daily wear as you tackle your remote tasks with a smile.",,,,,,,,,2026-05-16T19:14:23,generation,0,0,0,0,,,0,0,0,,,original,#VirtualMeetingLaughs,designs/product_0035.png,mockups/product_0035/front_shirt_mockup.jpg|mockups/product_0035/lifestyle_mockup.jpg|mockups/product_0035/hoodie_mockup.jpg|mockups/product_0035/mug_mockup.jpg
36,,,product_0036.png,draft,2026-05-16T19:15:03,0,0,0,0,0,low,0,0,0,0,,etsy,#WFH T-Shirt for Remote Work Enthusiasts,wfh shirt|remote work gift|funny work tee|casual office wear|work from home|gift for coworkers|comfortable t-shirt|gift for her|gift for him|trendy workwear|fashionable tee|home office style|work life balance,"Embrace the remote work lifestyle with our #WFHTshirt! Perfect for those who thrive in a work-from-home environment, this shirt is a stylish nod to modern professionals balancing comfort and productivity. Whether you're on a Zoom call or enjoying a coffee break, this tee is designed to keep you looking sharp and feeling relaxed.

Great for anyone who works remotely or knows someone who does, this t-shirt makes an ideal gift for birthdays, holidays, or just because! Celebrate the freedom of working from home with a fun, casual piece that showcases your commitment to flexibility.

Crafted from high-quality materials, our shirts are soft, breathable, and perfect for everyday wear. With easy care instructions, you can enjoy your #WFHTshirt for years to come, making it a staple in your wardrobe.",,,,,,,,,2026-05-16T19:15:03,generation,0,0,0,0,,,0,0,0,,,original,#WFHTshirt,designs/product_0036.png,mockups/product_0036/front_shirt_mockup.jpg|mockups/product_0036/lifestyle_mockup.jpg|mockups/product_0036/hoodie_mockup.jpg|mockups/product_0036/mug_mockup.jpg
37,,,product_0037.png,draft,2026-05-16T19:15:39,0,0,0,0,0,low,0,0,0,0,,etsy,Casual Workwear T-Shirt for Everyday Comfort,casual workwear|t shirt for work|office attire|comfortable clothing|everyday fashion|workplace style|gift for coworker|professional t shirt|laid back office|remote work outfit|gift for him|gift for her|casual style,"Elevate your work wardrobe with our Casual Workwear T-Shirt, designed for both comfort and style. This versatile tee is perfect for professionals looking to maintain a polished appearance without sacrificing comfort throughout the day.

Ideal for office settings, remote work, or casual meet-ups, this t-shirt makes an excellent gift for coworkers, friends, or family members who appreciate practical yet stylish clothing. Whether it’s for a birthday, holiday, or simply because, this tee is a thoughtful addition to any wardrobe.

Made with high-quality materials, our print-on-demand t-shirts ensure durability and a soft touch. Easy to care for and designed to hold its shape, you can enjoy wearing this tee day after day, making it a staple in your workwear collection.",,,,,,,,,2026-05-16T19:15:39,generation,0,0,0,0,,,0,0,0,,,original,#CasualWorkwear,designs/product_0037.png,mockups/product_0037/front_shirt_mockup.jpg|mockups/product_0037/lifestyle_mockup.jpg|mockups/product_0037/hoodie_mockup.jpg|mockups/product_0037/mug_mockup.jpg
38,,,product_0038.png,draft,2026-05-16T19:16:15,0,0,0,0,0,low,0,0,0,0,,etsy,Sarcastic Humor T-Shirt for the Witty Minded,sarcastic shirt|funny t shirt|humor apparel|witty graphic tee|gift for friend|casual wear|statement shirt|unique designs|quirky clothing|comedy t shirt|fun t shirt|cool gift idea|everyday humor,"Unleash your inner sarcasm with our SarcasticShirt, perfect for those who appreciate a good laugh and have a sharp wit! This t-shirt is designed for anyone who loves to express their personality through humor and clever sayings.

Ideal for gifting to friends, family, or even yourself, this shirt is perfect for casual outings, parties, or just lounging at home. Show off your humorous side and spark conversations wherever you go!

Crafted with high-quality materials, our print-on-demand t-shirts are soft, comfortable, and built to last. Easy to care for, simply machine wash and tumble dry for a shirt that looks great wear after wear.",,,,,,,,,2026-05-16T19:16:15,generation,0,0,0,0,,,0,0,0,,,original,#SarcasticShirt,designs/product_0038.png,mockups/product_0038/front_shirt_mockup.jpg|mockups/product_0038/lifestyle_mockup.jpg|mockups/product_0038/hoodie_mockup.jpg|mockups/product_0038/mug_mockup.jpg
39,,,product_0039.png,draft,2026-05-16T19:16:49,0,0,0,0,0,low,0,0,0,0,,etsy,Funny Office Humor T-Shirt for Workaholics,office humor shirt|funny work shirt|workplace gift|gift for coworkers|humorous tee|fun office apparel|work t-shirt|casual friday tee|employee gift|funny gift idea|office wear|quirky t-shirt|laughter at work,"Brighten up your workday with our Office Humor Tee! This playful t-shirt is perfect for anyone who loves to share a laugh at the office. Whether you're a dedicated employee or just want to bring some joy to your workplace, this tee is the ideal choice.

Gift it to your coworkers, friends, or even yourself for that next team meeting or casual Friday. It's a great way to break the ice and lighten the mood, making it a thoughtful gift for birthdays, promotions, or just because.

Made with high-quality, soft fabric, this print-on-demand tee ensures comfort throughout your busy day. It’s easy to care for and durable, so you can enjoy your favorite office humor for years to come.",,,,,,,,,2026-05-16T19:16:49,generation,0,0,0,0,,,0,0,0,,,original,#OfficeHumorTee,designs/product_0039.png,mockups/product_0039/front_shirt_mockup.jpg|mockups/product_0039/lifestyle_mockup.jpg|mockups/product_0039/hoodie_mockup.jpg|mockups/product_0039/mug_mockup.jpg
40,,,product_0040.png,draft,2026-05-16T19:17:26,0,0,0,0,0,low,0,0,0,0,,etsy,Funny Cat Lover T-Shirt - Purrfect Gift for Cat Moms and Dads,funny cat shirt|cat lover gift|cat mom t-shirt|pet owner apparel|humorous tees|gift for cat dad|cat themed shirt|animal lover gift|quirky t-shirt|unique cat merch|casual wear|gifts for her|gifts for him,"Celebrate your love for felines with our Funny Cat Lover T-Shirt! This playful design is perfect for any cat enthusiast who enjoys a good laugh. Whether you're lounging at home or out with friends, this shirt is sure to spark conversations and smiles.

Ideal for cat moms and dads, this t-shirt makes a fantastic gift for birthdays, holidays, or just because. Show your appreciation for the special cat owner in your life with a thoughtful present they’ll adore.

Crafted from high-quality materials, our print-on-demand t-shirts ensure both comfort and durability. Easy to care for, just machine wash cold and hang to dry for long-lasting wear.",,,,,,,,,2026-05-16T19:17:26,generation,0,0,0,0,,,0,0,0,,,original,-------------------,designs/product_0040.png,mockups/product_0040/front_shirt_mockup.jpg|mockups/product_0040/lifestyle_mockup.jpg|mockups/product_0040/hoodie_mockup.jpg|mockups/product_0040/mug_mockup.jpg
41,,,product_0041.png,draft,2026-05-16T19:18:02,0,0,0,0,0,low,0,0,0,0,,etsy,Fishing Lovers T-Shirt - Perfect Gift for Anglers,fishing shirt|fishing lover gift|angler apparel|outdoor t-shirt|fishing themed|gift for dad|fishing life|fishing enthusiast|casual fishing|fishing trip shirt|humorous fishing|fishing hobbyist|angler gift,"Celebrate your love for fishing with our stylish Fishing Lovers T-Shirt! Whether you're casting a line on the weekend or just daydreaming about your next fishing trip, this shirt is designed for those who cherish every moment spent by the water.

Ideal for avid anglers, fishing enthusiasts, or even casual hobbyists, this t-shirt makes a fantastic gift for birthdays, Father's Day, or just because. Show your appreciation for the fishing community with a unique design that speaks to your passion.

Crafted with high-quality materials, this shirt offers both comfort and durability, making it perfect for outdoor adventures or everyday wear. Easy to care for, it will quickly become a staple in your wardrobe.",,,,,,,,,2026-05-16T19:18:02,generation,0,0,0,0,,,0,0,0,,,original,TRENDING NICHE: Fishing Lovers,designs/product_0041.png,mockups/product_0041/front_shirt_mockup.jpg|mockups/product_0041/lifestyle_mockup.jpg|mockups/product_0041/hoodie_mockup.jpg|mockups/product_0041/mug_mockup.jpg
42,,,product_0042.png,draft,2026-05-16T22:43:57,0,0,0,0,0,low,0,0,0,0,,etsy,Fishing Lovers Vintage T-Shirt for Anglers,fishing t-shirt|anglers gift|vintage fishing|outdoor apparel|fishing lovers|fishing gear|fishing shirt|camping gift|fishing outfit|reel life shirt|catch of the day|fishing humor|fishing enthusiast,"Hook your passion for fishing with our Vintage Fishing Lovers T-Shirt! Perfect for anglers who live for the thrill of the catch, this shirt showcases your love for the sport in style. Whether you’re casting a line at your favorite lake or sharing stories around the campfire, this tee is sure to be a hit among fishing enthusiasts.

Great for birthdays, holidays, or just because, this shirt makes a thoughtful gift for the fishing lover in your life. With its comfortable fit and timeless design, it's perfect for both casual outings and those long days on the water. Crafted from soft, high-quality materials, you can expect durability and comfort with every wear.

Care for your new favorite tee is simple! Just machine wash cold and tumble dry low to keep it looking fresh and vibrant. Dive into your fishing adventures with this stylish shirt that celebrates your passion!",,,,,,,,,2026-05-16T22:43:57,ideation,0,0,0,0,,,0,0,0,,,original,Certainly! Here are 3 profitable Etsy t-shirt ideas for the Fishing Lovers niche:,designs/product_0042.png,mockups/product_0042/front_shirt_mockup.jpg|mockups/product_0042/lifestyle_mockup.jpg|mockups/product_0042/hoodie_mockup.jpg|mockups/product_0042/mug_mockup.jpg
43,,,product_0043.png,draft,2026-05-16T22:44:36,0,0,0,0,0,low,0,0,0,0,,etsy,Funny Cat Lover T-Shirt for Pet Owners - Purrfect Gift Idea,cat lover shirt|funny cat gift|pet owner apparel|unique cat t-shirt|cat humor tee|gift for cat mom|purrfect gift|cat dad clothing|cute pet shirt|animal lover gift|quirky t-shirt|funny animal tee|cats and humor,"Show off your love for cats with this hilarious and stylish t-shirt! Perfect for cat owners, pet lovers, or anyone who enjoys a good laugh. Whether you’re lounging at home or out with friends, this shirt will be a conversation starter.

This t-shirt makes an excellent gift for birthdays, holidays, or just because. Ideal for anyone who appreciates feline humor and wants to express their personality. Treat yourself or surprise the cat lover in your life with a thoughtful and fun gift.

Crafted from high-quality materials, this print-on-demand t-shirt is soft, comfortable, and durable. Easy to care for, simply machine wash and tumble dry. Get ready to showcase your love for cats in style!",,,,,,,,,2026-05-16T22:44:36,ideation,0,0,0,0,,,0,0,0,,,original,---,designs/product_0043.png,mockups/product_0043/front_shirt_mockup.jpg|mockups/product_0043/lifestyle_mockup.jpg|mockups/product_0043/hoodie_mockup.jpg|mockups/product_0043/mug_mockup.jpg
44,,,product_0044.png,draft,2026-05-16T22:45:22,0,0,0,0,0,low,0,0,0,0,,etsy,Cute Cat Lover T-Shirt for Pet Owners,cat lover shirt|pet owner gift|funny cat tee|animal lover shirt|cute cat t-shirt|gift for cat mom|casual cat apparel|cat themed clothing|purrfect gift|cat graphic tee|feline fashion|t-shirt for cat love|quirky pet shirt,"Show off your love for cats with this adorable t-shirt designed specifically for cat enthusiasts! Perfect for anyone who can't resist the charm of their feline friends, this tee is a must-have for pet owners and animal lovers alike. 

Whether you're lounging at home, running errands, or heading to a casual gathering, this shirt is a delightful way to express your passion for cats. It also makes a thoughtful gift for birthdays, holidays, or just because!

Crafted from high-quality materials, this print-on-demand t-shirt ensures comfort and durability. Easy to care for, simply machine wash and tumble dry for a long-lasting addition to your wardrobe.",,,,,,,,,2026-05-16T22:45:22,ideation,0,0,0,0,,,0,0,0,,,original,### Shirt Idea 1,designs/product_0044.png,mockups/product_0044/front_shirt_mockup.jpg|mockups/product_0044/lifestyle_mockup.jpg|mockups/product_0044/hoodie_mockup.jpg|mockups/product_0044/mug_mockup.jpg
45,,,product_0045.png,draft,2026-05-16T22:45:59,0,0,0,0,0,low,0,0,0,0,,etsy,Funny Slogan T-Shirt for Coffee Lovers - Perfect Gift for Friends,funny t shirt|coffee lover gift|humor apparel|casual wear|gift for friends|slogan tee|quirky t shirt|coffee slogan|funny sayings|birthday gift|barista shirt|caffeine humor|funny graphic tee,"Kickstart your day with a smile wearing our hilarious coffee-themed t-shirt! This tee is perfect for anyone who can't function without their morning brew. Whether you're a barista or just a caffeine enthusiast, this shirt is sure to resonate with you and your sense of humor.

Ideal for birthdays, holidays, or just because, this funny slogan t-shirt makes a great gift for friends and family who appreciate a good laugh. Wear it to coffee shops, casual outings, or while lounging at home, and let your shirt do the talking!

Crafted with high-quality materials for maximum comfort, our print-on-demand shirts are soft, durable, and designed to last. Just machine wash and tumble dry for easy care, so you can enjoy your favorite tee for years to come.",,,,,,,,,2026-05-16T22:45:59,ideation,0,0,0,0,,,0,0,0,,,original,**1. Funny Slogan:**,designs/product_0045.png,mockups/product_0045/front_shirt_mockup.jpg|mockups/product_0045/lifestyle_mockup.jpg|mockups/product_0045/hoodie_mockup.jpg|mockups/product_0045/mug_mockup.jpg
46,,,product_0046.png,draft,2026-05-16T22:46:40,0,0,0,0,0,low,0,0,0,0,,etsy,Reel Men Fish All Day T-Shirt - Perfect Gift for Fishing Enthusiasts,fishing t shirt|men fishing shirt|fisherman gift|outdoor tee|funny fishing shirt|reel men fish|fishing apparel|gift for dad|angling shirt|weekend fishing|casual fishing|fishing lover gift|fishing humor,"Show off your love for fishing with our 'Reel Men Fish All Day' t-shirt. This fun and lighthearted design is perfect for anyone who enjoys spending their days by the water, casting lines and reeling in the big ones. Whether you're a weekend angler or a seasoned pro, this shirt is made for you.

Ideal for birthdays, Father's Day, or just because, this t-shirt makes a thoughtful gift for the fishing enthusiast in your life. It's a great way to celebrate their passion while ensuring they look great on their next fishing trip.

Our shirts are printed on high-quality materials, ensuring comfort and durability for all-day wear. Easy to care for, just machine wash and tumble dry, so it's ready for your next adventure on the water.",,,,,,,,,2026-05-16T22:46:40,ideation,0,0,0,0,,,0,0,0,,,original,“Reel Men Fish All Day”,designs/product_0046.png,mockups/product_0046/front_shirt_mockup.jpg|mockups/product_0046/lifestyle_mockup.jpg|mockups/product_0046/hoodie_mockup.jpg|mockups/product_0046/mug_mockup.jpg
47,,corvette_classic_car_tee,corvette_c5_streetwear_design.png,sold,2026-06-02T23:19:18,5,0,0,0,0,high,0,0,0,0,,etsy,Corvette C5 Illustrated Car Tee | Classic Sports Car Graphic T-Shirt,corvette|classic car|sports car|graphic tee|car enthusiast gift,,,,,,,,,2026-06-02T23:19:18,2026-06-03T00:12:35,sales,1,27.21,27.21,1,2026-06-02T23:19:18,2026-06-02T23:19:18,1,3.27,23.94,Printify source art — first sale Jun 2 2026,,original,Corvette C5 illustrated tee,designs/corvette_c5_streetwear_design.png,
48,,corvette_classic_car_tee,corvette_c6_etsy.png,sold,2026-06-02T23:19:18,5,0,0,0,0,high,0,0,0,0,,etsy,Corvette C6 Sports Car T-Shirt | Classic Car Graphic Tee,corvette|classic car|sports car|graphic tee|car enthusiast gift,,,,,,,,,2026-06-06T17:31:15,2026-06-06T17:31:15,sales,2,44.01,44.01,2,2026-06-02T23:19:18,2026-06-06T17:31:15,2,5.28,38.73,Etsy live listing — first sales Jun 2 2026,,original,Corvette C6 classic car graphic tee,designs/corvette_c6_etsy.png,
49,,corvette_classic_car_tee,corvette_c8_streetwear_design.png,uploaded,2026-06-02T23:41:49,5,0,0,0,0,high,0,0,0,0,,etsy,Corvette C8 Illustrated Car Tee | Classic Sports Car Graphic T-Shirt,corvette|c8 corvette|classic car|sports car|graphic tee|mid engine,,,,,,,,,,2026-06-03T02:06:27,published,0,0,0,0,,,0,0,0,"Front: corvette_c8_UPLOAD_TO_PRINTIFY.png | Back: corvette_c8_BACK_UPLOAD_TO_PRINTIFY.png (no dates, mid-engine tagline)",,original,"Side-profile illustrated Chevrolet Corvette C8 (2020-present) sports car, clean vector line art, classic American muscle car graphic for t-shirt, centered composition, limited palette, bold outlines, no text, no mockup, commercial print-ready automotive illustration",designs/corvette_c8_streetwear_design.png,designs/corvette_c8_BACK_UPLOAD_TO_PRINTIFY.png
50,,corvette_classic_car_tee,corvette_c8_illustrated.png,uploaded,2026-06-05T17:22:16,5,0,0,0,0,high,0,0,0,0,,etsy,Corvette C8 Illustrated Car Tee | Classic Sports Car Graphic T-Shirt,corvette|c8 corvette|classic car|sports car|graphic tee|mid engine,,,,,,,,,,2026-06-05T17:22:16,published,0,0,0,0,,,0,0,0,"illustrated C8 v3 winner | Printify: corvette_c8_illustrated_UPLOAD_TO_PRINTIFY.png | alts: v1,v2",,original,"Side-profile illustrated Chevrolet Corvette C8 (2020-present) sports car, clean vector line art, classic American muscle car graphic for t-shirt, centered composition, limited palette, bold outlines, no text, no mockup, commercial print-ready automotive illustration CRITICAL: mid-engine C8 Stingray only, short hood, slim horizontal LED headlights, NO pop-up headlights, NOT C5 NOT C6 NOT C7.",designs/corvette_c8_illustrated.png,
51,,corvette_classic_car_tee,corvette_c4_streetwear_design.png,uploaded,2026-06-08T02:00:45,5,0,0,0,0,high,0,0,0,0,,etsy,Corvette C4 Illustrated Car Tee | Classic Sports Car Graphic T-Shirt,,,,,,,,,,,2026-06-08T02:00:45,published,0,0,0,0,,,0,0,0,streetwear_front C4,,original,"Chevrolet Corvette C4 (1984-1996) streetwear t-shirt print layout. Arched gothic blackletter CORVETTE at top. Center: photorealistic black Corvette C4 front three-quarter view facing left, silver wheels, high contrast monochrome. Bottom left: large gothic C4. Bottom right: small italic serif paragraph about the Corvette C4. Solid black ink only, no halftone dots, no grey stippling, white background, no mockup, no shirt.",designs/corvette_c4_streetwear_design.png,
52,,corvette_classic_car_tee,corvette_c7_streetwear_design.png,uploaded,2026-06-08T03:28:00,5,0,0,0,0,high,0,0,0,0,,etsy,Corvette C7 Illustrated Car Tee | Classic Sports Car Graphic T-Shirt,corvette|c7 corvette|classic car|sports car|graphic tee|car enthusiast gift,,,,,2026-06-08T03:28:00,,,2026-06-08T03:28:00,,2026-06-08T03:28:00,published,0,0,0,0,,,0,0,0,C7 listing live Jun 8 2026 (synced from external assistant); confirm title/tags on Etsy,,original,"Chevrolet Corvette C7 (2014-2019) streetwear t-shirt print, line-art car graphic",designs/corvette_c7_streetwear_design.png,
